"GeneID","Symbol","Description"
"100039810","Gm20816","predicted gene, 20816"
"100039814","Gm11258","eukaryotic translation initiation factor 4A1 pseudogene"
"100039815","Gm2436","predicted gene 2436"
"100039820","Gm16020","ribosomal protein S28 pseudogene"
"100039827","Gm2445","glyceraldehyde-3-phosphate dehydrogenase pseudogene"
"100039828","Rps12-ps6","ribosomal protein S12, pseudogene 6"
"100039830","Gm2446","predicted gene 2446"
"100039833","Gm11259","Gm11259 pseudogene"
"100039835","Gm13214","predicted gene 13214"
"100039837","Gm2449","predicted gene 2449"
"100039840","Gm2451","glyceraldehyde-3-phosphate dehydrogenase pseudogene"
"100039842","Gm20817","predicted gene, 20817"
"100039861","Gm2464","predicted gene 2464"
"100039862","Gm11833","eukaryotic translation initiation factor pseudogene"
"100039863","Ccl27al","C-C motif chemokine ligand 27A like"
"100039864","Snhg12","small nucleolar RNA host gene 12"
"100039870","Gm2467","glyceraldehyde-3-phosphate dehydrogenase pseudogene"
"100039875","Gm10313","glyceraldehyde-3-phosphate dehydrogenase pseudogene"
"100039882","Gm2474","solute carrier family 25, member 37 pseudogene"
"100039884","Gm11256","ribosomal protein L7A pseudogene"
"100039885","Vmn1r-ps5","vomeronasal 1 receptor, pseudogene 5"
"100039888","Gm11223","stathmin 1 pseudogene"
"100039890","Gm15093","predicted gene 15093"
"100039893","Gm2477","transmembrane protein 126A pseudogene"
"100039895","Gm2479","predicted gene 2479"
"100039896","Vmn1r-ps6","vomeronasal 1 receptor, pseudogene 6"
"100039899","Tex13d","TEX13 family member D"
"100039901","2810407A14Rik","RIKEN cDNA 2810407A14 gene"
"100039904","Gm20819","predicted gene, 20819"
"100039905","Gm20820","predicted gene, 20820"
"100039913","Rhox2b","reproductive homeobox 2B"
"100039914","Gm20821","predicted gene, 20821"
"100039916","Gm2492","zinc finger and SCAN domain containing 5B pseudogene"
"100039917","Gm13022","predicted gene 13022"
"100039921","Gm2495","predicted gene 2495"
"100039924","Rps13-ps2","ribosomal protein S13, pseudogene 2"
"100039925","Gm2497","predicted gene 2497"
"100039934","Gm15085","predicted gene 15085"
"100039938","Gm2505","crumbs homolog 1 pseudogene"
"100039940","Gm12715","actin, gamma, cytoplasmic 1 pseudogene"
"100039945","Cdk2ap1rt","cyclin dependent kinase 2 associated protein 1 retrotransposed"
"100039946","Siglecl1","Siglec family like 1"
"100039948","Rhox2c","reproductive homeobox 2C"
"100039953","Gfy","golgi-associated olfactory signaling regulator"
"100039954","Gm2516","predicted gene 2516"
"100039955","Gm2517","ATPase, H+ transporting, lysosomal V1 subunit G1 pseudogene"
"100039957","Gm2518","interferon induced transmembrane protein 2 pseudogene"
"100039959","Gm10566","glyceraldehyde-3-phosphate dehydrogenase pseudogene"
"100039964","Gm15411","predicted gene 15411"
"100039965","Gm2522","predicted gene 2522"
"100039968","Tmem35b","transmembrane protein 35B"
"100039979","Rps18-ps1","ribosomal protein S18, pseudogene 1"
"100039983","Gm2534","predicted gene 2534"
"100039987","Gm14580","predicted gene 14580"
"100039988","Gm11826","predicted gene 11826"
"100039992","Gm2539","predicted gene, 2539"
"100039994","Gm2541","DnaJ (Hsp40) homolog, subfamily B, member 6 pseudogene"
"100039996","Gm11260","zinc finger, CCHC domain containing 9 pseudogene"
"100039999","Gm2544","predicted gene 2544"
"100040001","Gm2546","glyceraldehyde-3-phosphate dehydrogenase pseudogene"
"100040009","Gm2553","COMM domain containing 9 pseudogene"
"100040011","Gm14673","coiled-coil domain containing 75 pseudogene"
"100040014","Gm11527","predicted gene 11527"
"100040016","Rhox2e","reproductive homeobox 2E"
"100040018","Gmfg-ps","glia maturation factor, gamma, pseudogene"
"100040020","Gm15143","predicted gene 15143"
"100040021","Rpl9-ps7","ribosomal protein L9, pseudogene 7"
"100040022","Gm20822","predicted gene, 20822"
"100040029","Gm10232","predicted pseudogene 10232"
"100040031","Gm20823","predicted gene, 20823"
"100040035","Ccl19-ps4","C-C motif chemokine ligand 19, pseudogene 4"
"100040037","Gm2566","predicted gene 2566"
"100040038","Gm14606","heat shock protein 90 alpha (cytosolic), class B member 1 pseudogene"
"100040048","Ccl27b","C-C motif chemokine ligand 27b"
"100040049","Smim38","small integral membrane protein 38"
"100040052","Gm2573","predicted gene 2573"
"100040053","Gm2574","glyceraldehyde-3-phosphate dehydrogenase pseudogene"
"100040067","Gm2582","predicted gene 2582"
"100040073","Gm12193","predicted gene 12193"
"100040076","Gm15141","predicted gene 15141"
"100040090","Gm2594","iron-sulfur cluster assembly enzyme pseudogene"
"100040095","Gm11858","predicted gene 11858"
"100040099","Gm10784","immediate early response 3 interacting protein 1 pseudogene"
"100040105","Gm2602","zinc finger, BED domain containing 4 pseudogene"
"100040109","Gm2606","glyceraldehyde-3-phosphate dehydrogenase pseudogene"
"100040113","Gm2607","predicted gene 2607"
"100040119","Gm2611","predicted gene 2611"
"100040123","Gm2614","predicted gene 2614"
"100040130","Gm2617","predicted gene 2617"
"100040131","Gm11765","predicted gene 11765"
"100040133","Gm14608","LOC52392 pseudogene"
"100040139","Gm2622","predicted gene 2622"
"100040140","Gm12411","predicted gene 12411"
"100040141","Gm2623","ribosomal protein L37 pseudogene"
"100040150","Gm2628","ribosomal protein L32 pseudogene"
"100040151","Gm2629","aldehyde dehydrogenase 9, subfamily A1 pseudogene"
"100040160","Gm20826","predicted gene, 20826"
"100040162","Gm2638","transcription factor EC pseudogene"
"100040169","Rpl35a-ps5","ribosomal protein L35A, pseudogene 5"
"100040171","Gm20827","predicted gene, 20827"
"100040172","Gm13667","predicted gene 13667"
"100040173","Gm11849","predicted gene 11849"
"100040176","Gm2645","ubiquitin-conjugating enzyme E2H pseudogene"
"100040177","Gm13642","nuclear protein-NHP2-like protein pseudogene"
"100040183","Gm2649","PRELI domain containing 1 pseudogene"
"100040185","Gm2651","COX11 homolog, cytochrome c oxidase assembly protein pseudogene"
"100040187","Gm20828","predicted gene, 20828"
"100040190","Gm2654","pseudouridylate synthase 7 homolog pseudogene"
"100040191","Krtap19-9a","keratin associated protein 19-9A"
"100040194","Gm14688","predicted gene 14688"
"100040200","Gm12358","predicted gene 12358"
"100040201","Krtap6-3","keratin associated protein 6-3"
"100040208","Gm2663","predicted gene 2663"
"100040209","H2af-ps1","H2A histone family, pseudogene 1"
"100040214","Krtap6-7","keratin associated protein 6-7"
"100040218","Gm2670","predicted gene 2670"
"100040219","Gm13182","LSM7 homolog, U6 small nuclear RNA associated pseudogene"
"100040220","Gm9892","eukaryotic translation initiation factor 2, subunit 2 (beta) pseudogene"
"100040223","Gm20831","predicted gene, 20831"
"100040225","Gm20832","Sycp3 like Y-linked pseudogene"
"100040228","Gm2673","CWF19-like 1, cell cycle control pseudogene"
"100040231","Gm2675","predicted gene 2675"
"100040232","Gm9791","calcium regulated heat stable protein 1 pseudogene"
"100040233","Prss3l","serine protease 3 like"
"100040234","Gm2676","high mobility group protein 1 pseudogene"
"100040239","Gm15173","predicted gene 15173"
"100040242","Gm11531","ribosomal protein L17 pseudogene"
"100040244","Styx-ps","serine/threonine/tyrosine interacting protein, pseudogene"
"100040248","Krtap4-25","keratin associated protein 4-25"
"100040249","Krtap20-1","keratin associated protein 20-1"
"100040252","Gm12742","predicted gene 12742"
"100040257","Gm13180","predicted gene 13180"
"100040260","Atf1-ps","activating transcription factor 1, pseudogene"
"100040262","Gm20833","predicted gene, 20833"
"100040266","Gm2682","predicted gene 2682"
"100040268","Or13c7c","olfactory receptor family 13 subfamily C member 7C"
"100040270","Rapgef4os1","Rap guanine nucleotide exchange factor (GEF) 4, opposite strand 1"
"100040271","Gm15482","predicted gene 15482"
"100040276","Krtap4-22","keratin associated protein 4-22"
"100040285","Gm2691","proliferation-associated 2G4 pseudogene"
"100040287","Gm16418","ubiquinol-cytochrome c reductase subunit pseudogene"
"100040291","Gm2693","predicted gene 2693"
"100040292","Gm13197","predicted gene 13197"
"100040293","Mindy4b-ps","MINDY lysine 48 deubiquitinase 4B, pseudogene"
"100040298","Gm15501","predicted pseudogene 15501"
"100040304","Gm16407","syndecan 1 pseudogene"
"100040314","Gm2707","MAS-related GPR, member A4 pseudogene"
"100040317","Gm14598","predicted gene 14598"
"100040319","Gm2709","KH domain containing 1 pseudogene"
"100040322","3830408C21Rik","RIKEN cDNA 3830408C21 gene"
"100040326","Gm12741","ribosomal protein L9 pseudogene"
"100040328","Gm2716","predicted gene 2716"
"100040331","Rpl36a-ps2","ribosomal protein L36A, pseudogene 2"
"100040333","Gm2719","protein tyrosine phosphatase domain containing 1 pseudogene"
"100040335","Gm20836","predicted gene, 20836"
"100040339","Gm2721","predicted gene 2721"
"100040340","Cox5b-ps","cytochrome c oxidase subunit 5B, pseudogene"
"100040342","Gm10231","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9) pseudogene"
"100040344","Gm15033","small nuclear ribonucleoprotein B pseudogene"
"100040350","Gm2726","family with sequence similarity 60, member A pseudogene"
"100040357","Gm20837","predicted gene, 20837"
"100040360","Gm2734","ribosomal protein L7-like 1 pseudogene"
"100040363","Gm20838","predicted gene, 20838"
"100040366","Gm2736","predicted gene 2736"
"100040371","Gm15189","heat shock protein 90 alpha (cytosolic), class B member 1 pseudogene"
"100040394","Gm15267","predicted gene 15267"
"100040403","Gm2754","actin, gamma, cytoplasmic 1 pseudogene"
"100040407","Gm2756","predicted gene 2756"
"100040409","Gm14724","predicted gene 14724"
"100040410","Gm14957","predicted gene 14957"
"100040414","Rpl30-ps6","ribosomal protein L30, pseudogene 6"
"100040416","Rpl13-ps6","ribosomal protein L13, pseudogene 6"
"100040417","Gm2759","predicted gene 2759"
"100040421","Gm2762","predicted gene 2762"
"100040426","Gm13192","40S ribosomal protein S28 pseudogene"
"100040429","Gm20842","predicted gene, 20842"
"100040431","Gm2767","ferritin light chain 1 pseudogene"
"100040432","Gm14732","predicted gene 14732"
"100040433","Gm2768","predicted gene 2768"
"100040439","Eif1-ps1","eukaryotic translation initiation factor 1, pseudogene 1"
"100040443","Gm2774","autophagy-related 4B pseudogene"
"100040447","1700036A12Rik","RIKEN cDNA 1700036A12 gene"
"100040448","Btbd35f19","BTB domain containing 35, family member 19"
"100040453","Ppp1r2-ps1","protein phosphatase 1, regulatory inhibitor subunit 2, pseudogene 1"
"100040458","Btbd35f26","BTB domain containing 35, family member 26"
"100040462","Mndal","myeloid nuclear differentiation antigen like"
"100040470","Gm2791","protein tyrosine phosphatase 4a1 pseudogene"
"100040471","Gm2792","tubby like protein 4 pseudogene"
"100040476","Gm14464","predicted gene 14464"
"100040478","Gm2796","ribosomal protein S10 pseudogene"
"100040482","Btbd35f2","BTB domain containing 35, family member 2"
"100040484","Gm2800","predicted gene 2800"
"100040491","Gm12349","predicted gene 12349"
"100040492","Gm2803","predicted gene 2803"
"100040493","Gm13429","predicted gene 13429"
"100040496","Gm2805","predicted gene 2805"
"100040500","Gm2808","predicted gene 2808"
"100040502","Gm2810","corepressor interacting with RBPJ, 1 pseudogene"
"100040505","Gm9923","Hbs1-like pseudogene"
"100040507","Gm2814","predicted gene 2814"
"100040514","Defa-ps14","defensin, alpha, pseudogene 14"
"100040519","Mrpl23-ps1","mitichondrial ribosomal protein L23, pseudogene 1"
"100040524","Gm2822","predicted gene 2822"
"100040525","Tmem181c-ps","transmembrane protein 181C, pseudogene"
"100040526","Gm14465","heat shock protein 1 (chaperonin) pseudogene 14"
"100040528","Defa-ps15","defensin, alpha, pseudogene 15"
"100040529","Gm2824","predicted gene 2824"
"100040531","Dynlt1f","dynein light chain Tctex-type 1F"
"100040532","Gm12967","predicted gene 12967"
"100040533","Btbd35f5","BTB domain containing 35, family member 5"
"100040540","Gm10288","ribosomal protein L11 pseudogene"
"100040542","Gm2829","phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoribosylaminoimidazole, succinocarboxamide synthetase pseudogene"
"100040543","Gm2830","predicted gene 2830"
"100040545","Gm2832","predicted gene 2832"
"100040551","Gm10036","ribosomal protein L11 pseudogene"
"100040557","Gm12408","predicted gene 12408"
"100040559","Gm2840","predicted gene 2840"
"100040561","Selenot-ps","selenoprotein T, pseudogene"
"100040563","Dynlt1c","dynein light chain Tctex-type 1C"
"100040567","Gm12409","predicted gene 12409"
"100040572","Gm2848","predicted gene 2848"
"100040580","Gm12412","predicted gene 12412"
"100040581","Gm12817","predicted gene 12817"
"100040585","Spin2-ps7","spindlin family, member 2, pseudogene 7"
"100040587","Gm2855","predicted gene 2855"
"100040589","Gm10242","predicted gene 10242"
"100040591","Kcnj13","potassium inwardly-rectifying channel, subfamily J, member 13"
"100040597","Gm2860","predicted gene 2860"
"100040599","Potefam3a","POTE ankyrin domain family member 3A"
"100040605","Gm15710","ribosomal protein L13 pseudogene"
"100040606","Btbd35f12","BTB domain containing 35, family member 12"
"100040607","Gm12813","predicted gene 12813"
"100040608","Fancf","Fanconi anemia, complementation group F"
"100040609","Gm14584","casein kinase 1, gamma 3 pseudogene"
"100040611","Gm10154","ribosomal protein L34 pseudogene"
"100040612","Spin2-ps6","spindlin family, member 2, pseudogene 6"
"100040615","Gm2866","predicted gene 2866"
"100040617","Wincr1","WNT induced non-coding RNA 1"
"100040619","Gm2869","zinc finger, MYM-type 5 pseudogene"
"100040621","Gm2871","ribosomal protein L3 pseudogene"
"100040624","Gm13756","predicted gene 13756"
"100040628","Gm2875","glyceraldehyde-3-phosphate dehydrogenase pseudogene"
"100040632","AA684185","Snw1-like pseudogene"
"100040633","Rpsa-ps10","ribosomal protein SA, pseudogene 10"
"100040634","Gm10284","glyceraldehyde-3-phosphate dehydrogenase pseudogene"
"100040635","Pramel3d","PRAME like 3D"
"100040639","Vmn1r-ps128","vomeronasal 1 receptor, pseudogene 128"
"100040641","Gm2877","ribosomal protein L3 pseudogene"
"100040642","Gm2878","predicted gene 2878"
"100040643","Gm12443","predicted gene 12443"
"100040644","Gm14592","splicing factor 3a, subunit 3 pseudogene"
"100040657","Gm2888","predicted gene 2888"
"100040661","Rnps1-ps","RNA binding protein with serine rich domain 1, pseudogene"
"100040668","Defa-ps16","defensin, alpha, pseudogene 16"
"100040671","Gm2897","predicted gene 2897"
"100040678","Gm15309","ribosomal protein L21 pseudogene"
"100040681","Hspe1-ps1","heat shock protein 1 (chaperonin 10), pseudogene 1"
"100040682","Esd-ps","esterase D/formylglutathione hydrolase, pseudogene"
"100040687","Gm11584","ribosomal protein S2 pseudogene"
"100040688","Gm2907","ribosomal protein L3 pseudogene"
"100040690","Gm13263","ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 pseudogene"
"100040691","Gm11914","high-mobility group nucleosome binding domain 5 pseudogene"
"100040693","Defa-ps17","defensin, alpha, pseudogene 17"
"100040696","Gm2912","predicted gene 2912"
"100040697","Gm10340","predicted gene 10340"
"100040698","Btbd35f15","BTB domain containing 35, family member 15"
"100040699","Gm2914","predicted gene 2914"
"100040700","Gm2915","GC-rich promoter binding protein 1-like 1 pseudogene"
"100040703","Gm13297","heterogeneous nuclear ribonucleoprotein A1 pseudogene"
"100040706","Gm15312","ribosomal protein L21 pseudogene"
"100040708","Atp5l2-ps","ATP synthase, H+ transporting, mitochondrial FO complex, subunit G2, pseudogene"
"100040710","Gm13219","predicted gene 13219"
"100040712","Gm20850","predicted gene, 20850"
"100040714","Gm20851","predicted gene, 20851"
"100040719","Gm14599","X-linked lymphocyte-regulated complex pseudogene"
"100040721","Gm2926","LSM6 homolog, U6 small nuclear RNA associated pseudogene"
"100040722","Btbd35f13","BTB domain containing 35, family member 13"
"100040724","Mirg","miRNA containing gene"
"100040726","Gm2930","predicted gene 2930"
"100040729","Defa-ps10","defensin, alpha, pseudogene 10"
"100040732","Btbd35f14","BTB domain containing 35, family member 14"
"100040736","Foxd2os","forkhead box D2, opposite strand"
"100040739","Defa-ps11","defensin, alpha, pseudogene 11"
"100040741","Gm2939","predicted gene 2939"
"100040745","Rpl17-ps3","ribosomal protein L17, pseudogene 3"
"100040757","Gm2950","predicted gene 2950"
"100040766","Mroh2a","maestro heat-like repeat family member 2A"
"100040769","Gm15506","predicted gene 15506"
"100040771","Gm2959","predicted gene 2959"
"100040773","Gm11910","predicted gene 11910"
