,Name,Term,ES,NES
7957,4ZJQV2_12_count,Positive Regulation of mRNA Processing (GO:0050685),20552.772655351815,0.5678403283003737
7958,4ZJQV2_17_count,Alpha-Amino Acid Catabolic Process (GO:1901606),20552.541613697125,0.5678339449879491
7959,4ZJQV2_2_count,Histone mRNA Metabolic Process (GO:0008334),20552.357837615808,0.5678288675479317
7960,4ZJQV2_23_count,Negative Regulation of Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage (GO:1902230),20551.471848490168,0.567804389081478
7961,4ZJQV2_3_count,Cholesterol Transport (GO:0030301),20551.223421395065,0.5677975254370634
7962,4ZJQV2_27_count,Gene Expression (GO:0010467),20551.146397207394,0.567795397381606
7963,4ZJQV2_39_count,Histone mRNA Metabolic Process (GO:0008334),20550.864677121444,0.567787613904954
7964,4ZJQV2_9_count,Positive Regulation of Mitochondrial Fission (GO:0090141),20550.736390543312,0.5677840695514079
7965,4ZJQV2_24_count,Regulation of Vesicle Size (GO:0097494),20550.648718075623,0.5677816473009569
7966,4ZJQV2_11_count,Maturation of 5.8S rRNA Frm Tricistronic rRNA Trnscpt (GO:0000466),20550.58615885193,0.5677799188893836
7967,4ZJQV2_35_count,Ubiquinone Metabolic Process (GO:0006743),20550.16865590138,0.5677683839487465
7968,4ZJQV2_35_count,Positive Regulation of RNA Metabolic Process (GO:0051254),20549.222682768745,0.5677422482198496
7969,4ZJQV2_33_count,Purine Nucleotide Biosynthetic Process (GO:0006164),20549.20315898056,0.5677417088087211
7970,4ZJQV2_16_count,Hexose Biosynthetic Process (GO:0019319),20549.100359498447,0.5677388686229881
7971,4ZJQV2_29_count,ERAD Pathway (GO:0036503),20548.78841112184,0.5677302499868773
7972,4ZJQV2_37_count,Spliceosomal Complex Assembly (GO:0000245),20548.276222475368,0.5677160990314786
7973,4ZJQV2_19_count,Regulation of Exosomal Secretion (GO:1903541),20548.061232109194,0.567710159190555
7974,4ZJQV2_4_count,Regulation of Response to Cytokine Stimulus (GO:0060759),20547.964255759893,0.5677074798886941
7975,4ZJQV2_32_count,Spliceosomal Complex Assembly (GO:0000245),20547.59306603609,0.5676972245086458
7976,4ZJQV2_22_count,Positive Regulation of Viral Life Cycle (GO:1903902),20547.583778531538,0.5676969679097079
7977,4ZJQV2_34_count,Translational Elongation (GO:0006414),20547.481823269056,0.5676941510484167
7978,4ZJQV2_33_count,Regulation of Mitochondrial Membrane Permeability (GO:0046902),20547.447469908973,0.5676932019198687
7979,4ZJQV2_37_count,Lipid Droplet Organization (GO:0034389),20547.37459808455,0.567691188587585
7980,4ZJQV2_31_count,Cholesterol Metabolic Process (GO:0008203),20546.97412934176,0.5676801242749402
7981,4ZJQV2_39_count,Amino Acid Metabolic Process (GO:0006520),20546.941752574574,0.5676792297565013
7982,4ZJQV2_37_count,Regulation of Ubiquitin Protein Ligase Activity (GO:1904666),20546.77538509487,0.5676746332883811
7983,4ZJQV2_27_count,Regulation of mRNA Processing (GO:0050684),20546.70214077137,0.567672609664542
7984,4ZJQV2_19_count,Cellular Response to Laminar Fluid Shear Stress (GO:0071499),20546.487056772232,0.5676666672366891
7985,4ZJQV2_31_count,Photoperiodism (GO:0009648),20546.06215584085,0.567654927901641
7986,4ZJQV2_17_count,Negative Regulation of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435),20545.59999969069,0.5676421592643173
7987,4ZJQV2_15_count,Cholesterol Transport (GO:0030301),20544.984207450107,0.5676251459068534
7988,4ZJQV2_5_count,Mitochondrial RNA Metabolic Process (GO:0000959),20544.735887924257,0.5676182852344056
7989,4ZJQV2_7_count,Proteolysis Involved in Protein Catabolic Process (GO:0051603),20544.44912678119,0.5676103624813857
7990,4ZJQV2_17_count,Positive Regulation of Blood Coagulation (GO:0030194),20543.783273378445,0.5675919660138553
7991,4ZJQV2_22_count,Rescue of Stalled Ribosome (GO:0072344),20543.73673009156,0.5675906800970718
7992,4ZJQV2_38_count,Organelle Fission (GO:0048285),20543.515044761738,0.5675845552849806
7993,4ZJQV2_21_count,Lipid Droplet Organization (GO:0034389),20543.38625784174,0.5675809971077868
7994,4ZJQV2_21_count,Sterol Homeostasis (GO:0055092),20543.291852969305,0.5675783888517303
7995,4ZJQV2_33_count,Oxoacid Metabolic Process (GO:0043436),20543.195248852466,0.5675757198340585
7996,4ZJQV2_1_count,Regulation of Vesicle Size (GO:0097494),20543.086222996226,0.5675727076235388
7997,4ZJQV2_4_count,Alpha-Amino Acid Catabolic Process (GO:1901606),20542.910021149266,0.5675678394475364
7998,4ZJQV2_26_count,Positive Regulation of Response to Endoplasmic Reticulum Stress (GO:1905898),20542.367238263047,0.5675528432220891
7999,4ZJQV2_2_count,Entrainment of Circadian Clock by Photoperiod (GO:0043153),20542.34821155293,0.5675523175444348
8000,4ZJQV2_2_count,Negative Regulation of Kinase Activity (GO:0033673),20542.189365920378,0.5675479288929546
8001,4ZJQV2_30_count,Negative Regulation of Cyclin-Dependent Protein Kinase Activity (GO:1904030),20542.027079651725,0.5675434451821864
8002,4ZJQV2_23_count,Negative Regulation of Response to Biotic Stimulus (GO:0002832),20541.998979271808,0.5675426688135073
8003,4ZJQV2_32_count,Alpha-Amino Acid Catabolic Process (GO:1901606),20541.880291495458,0.5675393896595451
8004,4ZJQV2_20_count,Sterol Biosynthetic Process (GO:0016126),20541.855768229725,0.5675387121208257
8005,4ZJQV2_32_count,Regulation of Amyloid Fibril Formation (GO:1905906),20541.80011882283,0.5675371746164699
8006,4ZJQV2_25_count,Intrinsic Apoptotic Signaling Pathway by P53 Class Mediator (GO:0072332),20541.629588876593,0.5675324631460381
8007,4ZJQV2_34_count,Photoperiodism (GO:0009648),20541.563129187343,0.5675306269708226
8008,4ZJQV2_37_count,Intracellular Iron Ion Homeostasis (GO:0006879),20541.362239332873,0.5675250767045481
8009,4ZJQV2_33_count,Regulation of mRNA Catabolic Process (GO:0061013),20541.356929231628,0.5675249299949199
8010,4ZJQV2_18_count,Reg of Mt Outer Membrane Permeabilization Inv in Apoptotic Sgnlng Pway (GO:1901028),20541.126578304524,0.5675185657661969
8011,4ZJQV2_36_count,Protein-Containing Complex Disassembly (GO:0032984),20541.02863976202,0.5675158598804723
8012,4ZJQV2_3_count,Photoperiodism (GO:0009648),20540.75143843428,0.5675082012499026
8013,4ZJQV2_17_count,Regulation of mRNA Processing (GO:0050684),20540.20944450083,0.567493226821962
8014,4ZJQV2_10_count,Maturation of 5.8S rRNA (GO:0000460),20539.862650667794,0.567483645461466
8015,4ZJQV2_39_count,Negative Regulation of Kinase Activity (GO:0033673),20539.113529360176,0.5674629484345302
8016,4ZJQV2_8_count,"Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:0000184)",20539.101983697794,0.5674626294462931
8017,4ZJQV2_36_count,Positive Regulation of Viral Life Cycle (GO:1903902),20538.746840666427,0.5674528174107635
8018,4ZJQV2_21_count,Ribosome Disassembly (GO:0032790),20538.61062025263,0.5674490538579919
8019,4ZJQV2_12_count,Histone mRNA Metabolic Process (GO:0008334),20538.212661396643,0.5674380588895162
8020,4ZJQV2_19_count,Maintenance of Protein Localization in Organelle (GO:0072595),20536.917381089363,0.5674022723605032
8021,4ZJQV2_39_count,Maturation of 5.8S rRNA Frm Tricistronic rRNA Trnscpt (GO:0000466),20536.27762138724,0.5673845968203034
8022,4ZJQV2_32_count,Ubiquinone Metabolic Process (GO:0006743),20536.176476337958,0.5673818023439108
8023,4ZJQV2_6_count,Cellular Response to Misfolded Protein (GO:0071218),20536.094403269344,0.5673795347959255
8024,4ZJQV2_23_count,Regulation of Toll-Like Receptor Signaling Pathway (GO:0034121),20536.084592335803,0.5673792637354794
8025,4ZJQV2_28_count,Positive Regulation of Mitochondrial Fission (GO:0090141),20535.45519749121,0.5673618745597621
8026,4ZJQV2_1_count,Positive Regulation of Protein Targeting to Mitochondrion (GO:1903955),20534.868296123444,0.5673456594110353
8027,4ZJQV2_12_count,Regulation of Amyloid Fibril Formation (GO:1905906),20534.100517468116,0.5673244469113393
8028,4ZJQV2_21_count,Gene Expression (GO:0010467),20533.972206692266,0.5673209018892489
8029,4ZJQV2_23_count,Intracellular Iron Ion Homeostasis (GO:0006879),20533.689750414665,0.5673130980727958
8030,4ZJQV2_38_count,"Retrograde Vesicle-Mediated Transport, Golgi to Endoplasmic Reticulum (GO:0006890)",20533.549910559934,0.567309234520644
8031,4ZJQV2_23_count,Oxoacid Metabolic Process (GO:0043436),20532.849418241214,0.5672898810351117
8032,4ZJQV2_29_count,Dicarboxylic Acid Metabolic Process (GO:0043648),20532.845552679748,0.5672897742358136
8033,4ZJQV2_9_count,Phosphatidylcholine Biosynthetic Process (GO:0006656),20532.835464487056,0.5672894955151395
8034,4ZJQV2_33_count,Cholesterol Transport (GO:0030301),20532.787903338518,0.567288181476462
8035,4ZJQV2_31_count,"Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:0000184)",20532.695208210007,0.5672856204579031
8036,4ZJQV2_35_count,Positive Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001244),20532.61330130153,0.5672833575006575
8037,4ZJQV2_26_count,Reticulophagy (GO:0061709),20532.532347162698,0.5672811208669174
8038,4ZJQV2_20_count,"Negative Regulation of DNA-templated Transcription, Elongation (GO:0032785)",20532.082449773843,0.5672686909196167
8039,4ZJQV2_18_count,Ubiquinone Metabolic Process (GO:0006743),20531.866832578547,0.5672627337604044
8040,4ZJQV2_23_count,Late Endosome to Vacuole Transport via Multivesicular Body Sorting Pathway (GO:0032511),20531.61590301983,0.5672558009769112
8041,4ZJQV2_18_count,Negative Regulation of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435),20530.820627336172,0.5672338287781783
8042,4ZJQV2_5_count,mRNA 3'-End Processing (GO:0031124),20530.487638117815,0.5672246288171685
8043,4ZJQV2_5_count,Negative Regulation of Organelle Organization (GO:0010639),20530.03665570209,0.567212168892306
8044,4ZJQV2_13_count,Phosphatidylcholine Biosynthetic Process (GO:0006656),20529.708482370195,0.5672031019865581
8045,4ZJQV2_21_count,Organelle Fission (GO:0048285),20529.23740818679,0.5671900869581994
8046,4ZJQV2_23_count,Cellular Response to dsRNA (GO:0071359),20529.16252932392,0.5671880181746446
8047,4ZJQV2_34_count,Cholesterol Homeostasis (GO:0042632),20528.284118564858,0.5671637490863726
8048,4ZJQV2_12_count,"Retrograde Vesicle-Mediated Transport, Golgi to Endoplasmic Reticulum (GO:0006890)",20527.78151707833,0.5671498630089123
8049,4ZJQV2_8_count,Mitochondrial RNA Metabolic Process (GO:0000959),20527.64097008514,0.5671459799196527
8050,4ZJQV2_7_count,Positive Regulation of Protein Targeting to Mitochondrion (GO:1903955),20527.428514584182,0.5671401101130121
8051,4ZJQV2_31_count,Gene Expression (GO:0010467),20526.963004786077,0.5671272488197445
8052,4ZJQV2_14_count,Regulation of Fatty Acid Oxidation (GO:0046320),20526.774492533823,0.567122040526878
8053,4ZJQV2_8_count,Rescue of Stalled Ribosome (GO:0072344),20526.71668922534,0.5671204435136566
8054,4ZJQV2_30_count,Maintenance of Protein Localization in Organelle (GO:0072595),20526.670575025648,0.5671191694518679
8055,4ZJQV2_7_count,Negative Regulation of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435),20526.631919702024,0.5671181014669286
8056,4ZJQV2_4_count,Regulation of Lysosomal Lumen pH (GO:0035751),20526.5385989013,0.5671155231620445
8057,4ZJQV2_33_count,Regulation of ATP Metabolic Process (GO:1903578),20526.199921056836,0.5671061660333683
8058,4ZJQV2_32_count,Very Long-Chain Fatty Acid Metabolic Process (GO:0000038),20525.90659289637,0.5670980618441315
8059,4ZJQV2_1_count,mRNA 3'-End Processing (GO:0031124),20525.630276380667,0.5670904276595072
8060,4ZJQV2_31_count,fatty-acyl-CoA Biosynthetic Process (GO:0046949),20525.589309825606,0.5670892958189295
8061,4ZJQV2_1_count,Positive Regulation of Cholesterol Metabolic Process (GO:0090205),20525.23699974423,0.5670795620532899
8062,4ZJQV2_17_count,Positive Regulation of Cholesterol Metabolic Process (GO:0090205),20525.033813690177,0.5670739483466833
8063,4ZJQV2_24_count,Regulation of Fatty Acid Oxidation (GO:0046320),20524.975017533518,0.5670723239026504
8064,4ZJQV2_10_count,Sterol Transport (GO:0015918),20524.694493904684,0.5670645734822004
8065,4ZJQV2_31_count,Positive Regulation of RNA Metabolic Process (GO:0051254),20524.469386535096,0.5670583541246085
8066,4ZJQV2_16_count,Alpha-Amino Acid Catabolic Process (GO:1901606),20524.266598528196,0.5670527514154098
8067,4ZJQV2_31_count,Positive Regulation of RNA Splicing (GO:0033120),20523.82034673893,0.5670404221902112
8068,4ZJQV2_14_count,Positive Regulation of RNA Metabolic Process (GO:0051254),20523.78923772456,0.5670395626977608
8069,4ZJQV2_7_count,miRNA-mediated Post-Transcriptional Gene Silencing (GO:0035195),20523.722413431537,0.5670377164491245
8070,4ZJQV2_31_count,Negative Regulation of Organelle Organization (GO:0010639),20523.474980045736,0.5670308802593129
8071,4ZJQV2_8_count,Positive Regulation of RNA Splicing (GO:0033120),20523.380942031716,0.5670282821389693
8072,4ZJQV2_1_count,Intrinsic Apoptotic Signaling Pathway by P53 Class Mediator (GO:0072332),20522.914411060236,0.56701539263231
8073,4ZJQV2_32_count,Proteolysis Involved in Protein Catabolic Process (GO:0051603),20522.912912496933,0.5670153512293961
8074,4ZJQV2_34_count,Positive Regulation of Mitochondrial Fission (GO:0090141),20522.129105162974,0.5669936958828741
8075,4ZJQV2_27_count,"Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:0000184)",20521.38354841794,0.5669730973391172
8076,4ZJQV2_36_count,Regulation of mRNA Processing (GO:0050684),20521.354811975958,0.5669723033970577
8077,4ZJQV2_33_count,Positive Regulation of Cholesterol Metabolic Process (GO:0090205),20521.301906187702,0.5669708416945091
8078,4ZJQV2_28_count,Photoperiodism (GO:0009648),20521.20804024526,0.5669682483282287
8079,4ZJQV2_16_count,Sterol Biosynthetic Process (GO:0016126),20521.098556118064,0.5669652234564134
8080,4ZJQV2_31_count,Regulation of Response to Cytokine Stimulus (GO:0060759),20521.03517743023,0.566963472404353
8081,4ZJQV2_19_count,Regulation of Mitotic Spindle Assembly (GO:1901673),20520.961181291306,0.5669614280090529
8082,4ZJQV2_22_count,Positive Regulation of Response to Endoplasmic Reticulum Stress (GO:1905898),20520.897041464952,0.5669596559279491
8083,4ZJQV2_18_count,Intracellular Iron Ion Homeostasis (GO:0006879),20520.573323132656,0.5669507121067348
8084,4ZJQV2_4_count,Positive Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001244),20520.153095089136,0.5669391018761253
8085,4ZJQV2_7_count,Regulation of Fatty Acid Oxidation (GO:0046320),20519.42579513289,0.5669190077383244
8086,4ZJQV2_35_count,RNA Processing (GO:0006396),20519.13520534066,0.5669109792058344
8087,4ZJQV2_5_count,Positive Regulation of Protein Targeting to Mitochondrion (GO:1903955),20519.02538531119,0.5669079450535751
8088,4ZJQV2_25_count,Cellular Response to Topologically Incorrect Protein (GO:0035967),20518.963318891823,0.5669062302573994
8089,4ZJQV2_34_count,Proteolysis Involved in Protein Catabolic Process (GO:0051603),20518.30853836278,0.566888139715709
8090,4ZJQV2_6_count,Nuclear Envelope Organization (GO:0006998),20518.015862587876,0.5668800535508447
8091,4ZJQV2_27_count,Organelle Fission (GO:0048285),20517.901004493873,0.5668768802048977
8092,4ZJQV2_15_count,mRNA 3'-End Processing (GO:0031124),20517.766536541178,0.5668731650698312
8093,4ZJQV2_22_count,Regulation of Amyloid Fibril Formation (GO:1905906),20517.589662809693,0.566868278330731
8094,4ZJQV2_18_count,Regulation of ATP Metabolic Process (GO:1903578),20517.485704140287,0.5668654061185018
8095,4ZJQV2_38_count,Rescue of Stalled Ribosome (GO:0072344),20517.38983907355,0.5668627575196056
8096,4ZJQV2_20_count,mRNA 3'-End Processing (GO:0031124),20517.370899968875,0.5668622342623499
8097,4ZJQV2_31_count,Negative Regulation of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176),20517.112074024564,0.566855083314317
8098,4ZJQV2_15_count,Endosome Organization (GO:0007032),20516.749616642264,0.566845069194937
8099,4ZJQV2_12_count,Organelle Fission (GO:0048285),20516.38034434791,0.5668348667904062
8100,4ZJQV2_4_count,Negative Regulation of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176),20516.201363227454,0.5668299218275099
8101,4ZJQV2_36_count,Regulation of RNA Splicing (GO:0043484),20515.800348748282,0.5668188424370391
8102,4ZJQV2_36_count,Gene Expression (GO:0010467),20515.653742048227,0.5668147919277435
8103,4ZJQV2_26_count,Maturation of 5.8S rRNA Frm Tricistronic rRNA Trnscpt (GO:0000466),20515.52515136446,0.5668112391722437
8104,4ZJQV2_15_count,Cellular Response to Laminar Fluid Shear Stress (GO:0071499),20515.31510412901,0.5668054359021383
8105,4ZJQV2_28_count,Negative Regulation of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435),20515.302798818513,0.5668050959260352
8106,4ZJQV2_14_count,Proteolysis Involved in Protein Catabolic Process (GO:0051603),20515.138897013017,0.5668005675805607
8107,4ZJQV2_4_count,Cholesterol Transport (GO:0030301),20514.660396357947,0.5667873473706346
8108,4ZJQV2_37_count,Mitochondrial RNA Metabolic Process (GO:0000959),20514.64336239939,0.5667868767495277
8109,4ZJQV2_5_count,Negative Regulation of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059),20514.44934177208,0.5667815162690438
8110,4ZJQV2_10_count,Cellular Response to Topologically Incorrect Protein (GO:0035967),20514.438576546556,0.5667812188430322
8111,4ZJQV2_14_count,Bile Acid Metabolic Process (GO:0008206),20514.434392922292,0.5667811032561665
8112,4ZJQV2_39_count,Reg of Mt Outer Membrane Permeabilization Inv in Apoptotic Sgnlng Pway (GO:1901028),20514.313885594154,0.5667777738308903
8113,4ZJQV2_32_count,Positive Regulation of Cholesterol Metabolic Process (GO:0090205),20514.20740333901,0.5667748318960121
8114,4ZJQV2_39_count,Gene Expression (GO:0010467),20514.1055569182,0.5667720180418427
8115,4ZJQV2_20_count,Regulation of Exosomal Secretion (GO:1903541),20513.93027441809,0.5667671752659275
8116,4ZJQV2_12_count,Mitotic Cytokinetic Process (GO:1902410),20513.716507718193,0.5667612692329514
8117,4ZJQV2_28_count,RNA Processing (GO:0006396),20513.249037775437,0.5667483537840134
8118,4ZJQV2_31_count,Rescue of Stalled Ribosome (GO:0072344),20513.11562110961,0.5667446676943265
8119,4ZJQV2_17_count,Ubiquinone Metabolic Process (GO:0006743),20512.44071156352,0.5667260210199992
8120,4ZJQV2_9_count,Monocarboxylic Acid Biosynthetic Process (GO:0072330),20511.720642178963,0.566706126651362
8121,4ZJQV2_9_count,Regulation of Mitotic Spindle Assembly (GO:1901673),20511.61732773183,0.5667032722379667
8122,4ZJQV2_14_count,Regulation of Amyloid Fibril Formation (GO:1905906),20511.480376025036,0.5666994884807358
8123,4ZJQV2_40_count,Positive Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001244),20511.066188352033,0.5666880451359297
8124,4ZJQV2_10_count,Regulation of Centrosome Cycle (GO:0046605),20510.319010473268,0.5666674018028335
8125,4ZJQV2_35_count,Positive Regulation of Cholesterol Metabolic Process (GO:0090205),20510.13444845045,0.566662302648506
8126,4ZJQV2_24_count,Cholesterol Transport (GO:0030301),20509.88951234423,0.5666555354545463
8127,4ZJQV2_10_count,RNA Processing (GO:0006396),20509.87989418345,0.5666552697201042
8128,4ZJQV2_14_count,Lipid Droplet Organization (GO:0034389),20509.83619137642,0.5666540622812487
8129,4ZJQV2_9_count,"Negative Regulation of DNA-templated Transcription, Elongation (GO:0032785)",20508.819544226968,0.5666259739419871
8130,4ZJQV2_8_count,Regulation of mRNA Processing (GO:0050684),20508.538167956347,0.5666181999644043
8131,4ZJQV2_4_count,Histone mRNA Metabolic Process (GO:0008334),20508.40848046774,0.5666146169059362
8132,4ZJQV2_30_count,Gene Expression (GO:0010467),20508.347947081496,0.5666129444650205
8133,4ZJQV2_40_count,mRNA 3'-End Processing (GO:0031124),20508.22518646562,0.5666095527849981
8134,4ZJQV2_27_count,Positive Regulation of Viral Life Cycle (GO:1903902),20508.047178262514,0.5666046347022563
8135,4ZJQV2_22_count,Negative Regulation of Kinase Activity (GO:0033673),20507.841801756233,0.5665989604769482
8136,4ZJQV2_31_count,Regulation of Vesicle Size (GO:0097494),20507.77287197879,0.5665970560571354
8137,4ZJQV2_15_count,Regulation of Response to Cytokine Stimulus (GO:0060759),20507.770182518416,0.5665969817516349
8138,4ZJQV2_38_count,Regulation of Lysosomal Lumen pH (GO:0035751),20507.54119995721,0.5665906553286791
8139,4ZJQV2_39_count,Rescue of Stalled Ribosome (GO:0072344),20507.504488614308,0.5665896410528266
8140,4ZJQV2_2_count,Regulation of Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage (GO:1902229),20507.23350520328,0.5665821542133787
8141,4ZJQV2_40_count,Cellular Response to Unfolded Protein (GO:0034620),20507.133625979503,0.5665793947097257
8142,4ZJQV2_30_count,Positive Regulation of Protein Targeting to Mitochondrion (GO:1903955),20507.127507171204,0.5665792256568115
8143,4ZJQV2_28_count,Positive Regulation of RNA Metabolic Process (GO:0051254),20506.723905252853,0.566568074779523
8144,4ZJQV2_3_count,Negative Regulation of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059),20506.469881257337,0.5665610565016764
8145,4ZJQV2_24_count,Rescue of Stalled Ribosome (GO:0072344),20506.469830502603,0.5665610550994041
8146,4ZJQV2_38_count,Gene Expression (GO:0010467),20506.46737897872,0.5665609873677092
8147,4ZJQV2_35_count,Regulation of mRNA Catabolic Process (GO:0061013),20506.4085918132,0.5665593631720872
8148,4ZJQV2_24_count,Negative Regulation of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059),20505.979394745744,0.5665475051416512
8149,4ZJQV2_22_count,Organelle Fission (GO:0048285),20505.648027268657,0.5665383499867661
8150,4ZJQV2_21_count,Maturation of 5.8S rRNA Frm Tricistronic rRNA Trnscpt (GO:0000466),20505.60789474309,0.5665372411890932
8151,4ZJQV2_7_count,Amino Acid Metabolic Process (GO:0006520),20505.389593173775,0.566531209864908
8152,4ZJQV2_17_count,Late Endosome to Vacuole Transport via Multivesicular Body Sorting Pathway (GO:0032511),20505.10071354482,0.5665232285815018
8153,4ZJQV2_23_count,Negative Regulation of Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:1902042),20505.01158245471,0.5665207660316397
8154,4ZJQV2_4_count,Negative Regulation of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435),20504.624902330233,0.5665100826765269
8155,4ZJQV2_36_count,Regulation of Proteolysis Involved in Protein Catabolic Process (GO:1903050),20504.36132533795,0.5665028004646161
8156,4ZJQV2_24_count,Regulation of Exosomal Secretion (GO:1903541),20504.24255452296,0.5664995190164287
8157,4ZJQV2_12_count,Negative Regulation of Kinase Activity (GO:0033673),20504.056752722885,0.5664943856090329
8158,4ZJQV2_38_count,Response to Unfolded Protein (GO:0006986),20503.905397479524,0.5664902039050593
8159,4ZJQV2_10_count,Intrinsic Apoptotic Signaling Pathway by P53 Class Mediator (GO:0072332),20503.30040193881,0.5664734888431929
8160,4ZJQV2_27_count,Regulation of Mitotic Spindle Assembly (GO:1901673),20503.205544903485,0.5664708680945969
8161,4ZJQV2_20_count,Regulation of Mitotic Spindle Assembly (GO:1901673),20503.092263141516,0.5664677383001898
8162,4ZJQV2_7_count,RNA Processing (GO:0006396),20502.64169252866,0.5664552897527838
8163,4ZJQV2_34_count,Sterol Homeostasis (GO:0055092),20502.398408556666,0.5664485682046577
8164,4ZJQV2_4_count,Regulation of Amyloid Fibril Formation (GO:1905906),20502.116991229745,0.5664407930927549
8165,4ZJQV2_5_count,Positive Regulation of Cholesterol Efflux (GO:0010875),20501.89524885264,0.5664346667045383
8166,4ZJQV2_12_count,Positive Regulation of Viral Life Cycle (GO:1903902),20501.816676695184,0.5664324958811446
8167,4ZJQV2_29_count,Cellular Response to Heat (GO:0034605),20501.788315864917,0.5664317123166378
8168,4ZJQV2_10_count,mRNA Metabolic Process (GO:0016071),20501.767298345483,0.5664311316360973
8169,4ZJQV2_6_count,Rescue of Stalled Ribosome (GO:0072344),20500.96145830507,0.5664088675610366
8170,4ZJQV2_25_count,Oxoacid Metabolic Process (GO:0043436),20500.538619102997,0.5663971851882807
8171,4ZJQV2_17_count,Positive Regulation of Glucose Metabolic Process (GO:0010907),20500.3714128326,0.5663925655457114
8172,4ZJQV2_37_count,Amino Acid Metabolic Process (GO:0006520),20500.335759392205,0.566391580498018
8173,4ZJQV2_15_count,Cholesterol Homeostasis (GO:0042632),20499.961318756734,0.5663812353004652
8174,4ZJQV2_11_count,Regulation of Response to Cytokine Stimulus (GO:0060759),20499.61742587341,0.566371734088583
8175,4ZJQV2_17_count,Amino Acid Metabolic Process (GO:0006520),20499.202001383732,0.5663602565725049
8176,4ZJQV2_32_count,Hexose Biosynthetic Process (GO:0019319),20498.789783821845,0.5663488676587267
8177,4ZJQV2_17_count,Positive Regulation of Lipid Storage (GO:0010884),20498.75765437783,0.5663479799734327
8178,4ZJQV2_28_count,Negative Regulation of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176),20498.53553449076,0.5663418431552179
8179,4ZJQV2_31_count,Translational Elongation (GO:0006414),20498.066538479903,0.5663288855434522
8180,4ZJQV2_3_count,Maintenance of Protein Localization in Organelle (GO:0072595),20497.999021236305,0.5663270201496966
8181,4ZJQV2_14_count,miRNA-mediated Post-Transcriptional Gene Silencing (GO:0035195),20497.607315419635,0.5663161979427241
8182,4ZJQV2_19_count,Regulation of mRNA Catabolic Process (GO:0061013),20497.59349222847,0.5663158160299993
8183,4ZJQV2_31_count,Carbohydrate Derivative Transport (GO:1901264),20497.441461655813,0.5663116156677543
8184,4ZJQV2_16_count,Positive Regulation of Mitochondrial Fission (GO:0090141),20497.055538575172,0.5663009532285553
8185,4ZJQV2_18_count,Regulation of Lysosomal Lumen pH (GO:0035751),20496.99973993544,0.5662994116011343
8186,4ZJQV2_40_count,Positive Regulation of Translation (GO:0045727),20496.934119835365,0.5662975986224285
8187,4ZJQV2_14_count,Cellular Response to Laminar Fluid Shear Stress (GO:0071499),20496.89656938078,0.5662965611632584
8188,4ZJQV2_11_count,Cellular Response to Interferon-Beta (GO:0035458),20496.535372279523,0.5662865818634336
8189,4ZJQV2_18_count,Hexose Biosynthetic Process (GO:0019319),20496.135781742254,0.5662755418142066
8190,4ZJQV2_40_count,miRNA-mediated Post-Transcriptional Gene Silencing (GO:0035195),20496.019286276613,0.5662723232302926
8191,4ZJQV2_31_count,Oxoacid Metabolic Process (GO:0043436),20496.003359166472,0.5662718831896421
8192,4ZJQV2_7_count,Positive Regulation of Translation (GO:0045727),20495.6560991914,0.566262288950385
8193,4ZJQV2_20_count,Alpha-Amino Acid Catabolic Process (GO:1901606),20495.258440318477,0.5662513022699629
8194,4ZJQV2_14_count,Mitochondrial RNA Metabolic Process (GO:0000959),20494.642810738278,0.5662342934065461
8195,4ZJQV2_16_count,Proteolysis Involved in Protein Catabolic Process (GO:0051603),20494.618531862277,0.5662336226199253
8196,4ZJQV2_39_count,Organelle Fission (GO:0048285),20494.5505376131,0.5662317440472663
8197,4ZJQV2_23_count,Regulation of Mitochondrial Membrane Permeability (GO:0046902),20494.063326031915,0.566218283168345
8198,4ZJQV2_36_count,Regulation of Mitotic Spindle Assembly (GO:1901673),20493.9787366432,0.5662159460984486
8199,4ZJQV2_25_count,Positive Regulation of RNA Metabolic Process (GO:0051254),20493.81838377044,0.5662115158043253
